PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type,State Source Type,Water Hauler,Population,Service Connections,Dist Operator,Treatment Operator,Admin Contact,Emails,Phone Numbers
CO0162710,NEW VISION MHP,Reports,WELD,A,Community,Groundwater,No,200,66,R WAYNE RAMEY,R WAYNE RAMEY,BOB FRACHETTI,BOB@FRACHETTI.COM;,(BUS) 303-995-7800;
CO0145480,NEWDALE GRAND VALLEY WC,Reports,OTERO,A,Community,Groundwater,No,458,193,DARRELL R HERMAN,DARRELL R HERMAN,DARRELL R HERMAN,darrellrherman87@gmail.com;,(BUS) 719-254-6242;
CO0135538,NEWELL WARNOCK WA,Reports,LARIMER,A,Community,Surface Water,No,160,59,DAVID LEWIS,DAVID LEWIS,JAMES A GALE,JIMAGALE@GMAIL.COM;,(BUS) 970-669-6606;
CO0237538,NEXTERA ENERGY RESOURCES,Reports,LINCOLN,A,"Non-Transient, Non-Community",Groundwater UDI Surface Water,No,48,1,ERNEST L ESPINOSA,ERNEST L ESPINOSA,ERNEST L ESPINOSA,ESPINOSA_ERNEST@HLCSPROS.COM;,(BUS) 303-632-7353;
CO0123552,NO NAME CREEK WS,Reports,GARFIELD,A,Community,Groundwater,No,160,65,ANTHONY ZANCANELLA,ANTHONY ZANCANELLA,NATALIE ZANCANELLA,NATALIE@ZA-ENGINEERING.COM; sonny@za-engineering.com;,(BUS) 970-945-5700;
CO0135553,NORTH CARTER LAKE WD,Reports,LARIMER,A,Community,Purchased Surface Water,No,293,151,GARY ALLEN,GARY ALLEN,GARY ALLEN,GARY.NCLWD@GMAIL.COM;,(BUS) 970-776-8218;
CO0115552,NORTH FORK TRAILER PARK,Reports,DELTA,A,Community,Purchased Surface Water,No,63,33,WILLIAM L HABENICHT,WILLIAM L HABENICHT,ROBERT ORLANDO,LIVINGLAND1@GMAIL.COM;,(BUS) 970-274-8765;
CO0145630,NORTH HOLBROOK WC,Reports,OTERO,A,Community,Groundwater,No,58,24,W BART WHITE,W BART WHITE,MORGAN SHEDRICK,DUSTIN.SHEDRICK@OUTLOOK.COM;,(BUS) 719-469-1813;
CO0116552,NORTH LINCOLN WSD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,1000,213,LARRY LARSON,null,CHERYL STEWART,cheryl.stewart@tetratech.com;,(BUS) 303-861-0061;
CO0116553,NORTH PECOS WSD,Reports,ADAMS,A,Community,Purchased Surface Water,No,2500,402,JOE KRETSCH,null,COURTNEY SALAZAR,AR@NORTHPECOSWATER.ORG;,(BUS) 303-429-5770;
CO0254552,NORTH ROUTT COMMUNITY CHARTER SCHOOL,Reports,ROUTT,A,"Non-Transient, Non-Community",Groundwater,No,120,1,SCOTT SMITH,SCOTT SMITH,SCOTT SMITH,jjdssmith@yahoo.com; ADMIN@STEAMBOAT2METRO.COM;,(BUS) 970-870-5588;
CO0125552,NORTH SHORE WSD,Reports,GRAND,A,Community,Groundwater,No,378,114,TIM GOOD,TIM GOOD,MIKE GIBBONI,SHOP@THREELAKESWS.COM;,(BUS) 970-627-3544;
CO0130105,NORTH TABLE MOUNTAIN WSD,Reports,JEFFERSON,A,Community,Surface Water,No,10000,4350,MARK GEROU,GRANT BERRY,BART SPERRY,BART@NTMWATER.ORG;,(BUS) 303-279-2854;
CO0126580,NORTH VALLEY SUBDIVISION UTILITY COMPANY,Reports,GUNNISON,A,Community,Groundwater,No,79,32,JACK E BARKER,JACK E BARKER,RICK JAGGER,JAGMAN62@HOTMAIL.COM;,(BUS) 970-641-2656;
CO0101105,NORTH WASHINGTON STREET WSD,Reports,ADAMS,A,Community,Purchased Surface Water,No,14500,3637,ADAM W MISZTAL,null,SUSIE CLARKE,SCLARKE@NWSWSD.COM;,(BUS) 303-288-6664;
CO0101110,NORTH WASHINGTON WUA,Reports,ADAMS,A,Community,Groundwater,No,90,36,BRUCE CHAMEROY,BRUCE CHAMEROY,BRUCE CHAMEROY,BHCHAMEROY@YAHOO.COM; BCHAMEROY@ERIECO.GOV;,(BUS) 303-926-2862;
CO0162553,NORTH WELD COUNTY WD,Reports,WELD,A,Community,Purchased Surface Water,No,13000,4900,GARRET MICK,null,ERIC RECKENTINE,ERICR@NWCWD.ORG;,(BUS) 970-301-2806;
CO0135554,NORTHERN COLORADO WA,Reports,LARIMER,A,Community,Groundwater,No,4550,1372,JOE HUFFAKER,JOE HUFFAKER,CORT NICKEL,CORT.NCWA@RISEBROADBAND.NET;,(BUS) 970-568-3975;
CO0118016,NORTHERN DOUGLAS COUNTY WSD,Reports,DOUGLAS,A,Community,Purchased Surface Water,No,6160,1646,GERARD WHELAN,null,MATT URKOSKI,matt.urkoski@claconnect.com;,(BUS) 303-779-5710;
CO0101115,NORTHGLENN CITY OF,Reports,ADAMS,A,Community,Surface Water,No,49650,10203,SCOTT RAFFERTY,SHAUN HOLLSTROM,JASON HENSEL,JHENSEL@NORTHGLENN.ORG;,(BUS) 303-335-8330; (BUS) 303-450-4050;
CO0157500,NORWOOD WATER COMMISSION,Reports,SAN MIGUEL,A,Community,Surface Water,No,1700,795,null,null,PATTI GRAFMYER,GRAFMYER@NORWOODTOWN.COM;,(BUS) 970-327-4288;
CO0143559,NUCLA TOWN OF,Reports,MONTROSE,A,Community,Purchased Surface Water,No,875,650,CANDY KAY BURBRIDGE,JACK CARTER,MELISSA L LAMPSHIRE,Clerk.nucla@gmail.com;,(BUS) 970-864-7351;
CO0162559,NUNN TOWN OF,Reports,WELD,A,Community,Purchased Surface Water,No,480,225,RICHARD L HOPP,null,CATHY PAYNE,TOWNOFNUNN.CLERK@EZLINK.COM;,(BUS) 970-897-2385;
CO0154566,OAK CREEK TOWN OF,Reports,ROUTT,A,Community,Surface Water,No,950,550,SCOTT SMITH,SCOTT SMITH,MARY ALICE PAGE ALLEN,maryalice@townofoakcreek.com;,(BUS) 970-736-2422;
CO0123566,OAK MEADOWS SERVICE COMPANY,Reports,GARFIELD,A,Community,Groundwater,No,180,75,ALAN D LESLIE,ALAN D LESLIE,DONNA YOST,DYOST@OAKMEADOWS.US;,null
CO0123567,OAK MEADOWS SUBDIVISION II,Reports,GARFIELD,A,Community,Purchased Groundwater,No,50,31,ALAN D LESLIE,ALAN D LESLIE,JUSTIN WINDHOLZ,JWINDHOLZ@CRYSTALPROPERTY.COM;,null
CO0143582,OLATHE TOWN OF,Reports,MONTROSE,A,Community,Purchased Surface Water,No,1700,721,WAYNE TROUNCE,WAYNE TROUNCE,PATTI GABRIEL,pgabriel@olatheco.us;,(BUS) 970-323-5601;
CO0134660,OLD HOMESTEAD MHP,Reports,LA PLATA,A,Community,Groundwater,No,120,80,DEB HALL,DEB HALL,MARK SHORT JR,mkshort@outlook.com;,(BUS) 970-759-4963;
CO0107582,OLDE STAGE WD,Reports,BOULDER,A,Community,Groundwater,No,250,100,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0113500,OLNEY SPRINGS TOWN OF,Reports,CROWLEY,A,Community,Groundwater,No,399,214,LUKE JAMES,LUKE JAMES,CYNTHIA CROUCH,OLNEYCLERK@GMAIL.COM;,(BUS) 719-267-5567;
CO0151400,ONEAL WS,Reports,PUEBLO,A,Community,Groundwater,No,350,134,SCOTT GREENWELL,DAVID STANFORD,SCOTT GREENWELL,MYONEALWATER@GMAIL.COM;,null
CO0262153,OPAL FOODS INC.,Reports,WELD,A,"Non-Transient, Non-Community",Groundwater,No,27,1,null,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0157600,OPHIR TOWN OF,Reports,SAN MIGUEL,A,Community,Surface Water,No,193,76,PATRICK DREW,STAN KIERSZTYN,KEN HAYNES,manager@ophir.us;,(BUS) 970-728-4943;
CO0115588,ORCHARD CITY TOWN OF,Reports,DELTA,A,Community,Groundwater UDI Surface Water,No,3100,1651,GREGORY ALLEN,RONALD SCHEETZ,MELISSA OELKE,FINANCE@KAYCEE.NET;,(BUS) 970-835-3337; (BUS) 970-835-3330;
CO0149588,ORCHARD ESTATES,Reports,PITKIN,A,Community,Groundwater,No,64,22,LEE WILSON,LEE WILSON,LEE WILSON,wilsonlc1@hotmail.com;,null
CO0122580,ORCHARD PARK WA INC,Reports,FREMONT,A,Community,Purchased Surface Water,No,92,37,GENE LONG,null,GENE LONG,gene.long62@yahoo.com;,(BUS) 719-275-6928;
CO0113700,ORDWAY TOWN OF,Reports,CROWLEY,A,Community,Groundwater,No,1300,504,JESUS HERNANDEZ,LUKE JAMES,CINDY KARLE,ORDWAYTREASURER@GMAIL.COM;,(BUS) 719-267-3192;
CO0161010,OTIS TOWN OF,Reports,WASHINGTON,A,Community,Groundwater,No,600,260,MARK RESER,MARK RESER,MICHELLE CHRISMER,TOWNOFOTIS@GMAIL.COM;,(BUS) 970-630-9993;
CO0146588,OURAY CITY OF,Reports,OURAY,A,Community,Groundwater UDI Surface Water,No,1460,1004,JOE COLEMAN,JOHN VOLK,JOE COLEMAN,COLEMANJ@CITYOFOURAY.COM;,(BUS) 970-325-7074;
CO0121525,OVERLOOK MUTUAL WC,Reports,EL PASO,A,Community,Groundwater,No,50,28,PETER FAIRCHILD,PETER FAIRCHILD,PETER FAIRCHILD,pfairch105@comcast.net;,(BUS) 719-633-1298;
CO0158005,OVID TOWN OF,Reports,SEDGWICK,A,Community,Groundwater,No,375,185,ALLEN COYNE,ALLEN COYNE,BELINDA RIGGS,OVID-COLO@PCTELCOM.COOP;,(BUS) 970-463-5446;
CO0144025,PAGELS TP,Reports,MORGAN,A,Community,Groundwater,No,300,79,RICHARD L HOPP,RICHARD L HOPP,BERNIE PAGEL,berniepagel@ymail.com;,(BUS) 970-867-5494;
CO0104300,PAGOSA AREA WSD,Reports,ARCHULETA,A,Community,Surface Water,No,11069,5255,SHAUN WILKINS,ANDY CONNOR,JUSTIN RAMSEY,JUSTIN@PAWSD.ORG;,(BUS) 970-731-7641;
CO0221690,PAINT BRUSH HILLS,Reports,EL PASO,A,Community,Groundwater,No,3447,720,STEVE D KNEPPER,STEVE D KNEPPER,STEVE D KNEPPER,STEVE@PBHMD.COM;,(BUS) 719-495-8188;
CO0139600,PALISADE TOWN OF,Reports,MESA,A,Community,Surface Water,No,3060,1327,FRED MILLER,MATT LEMON,MATT LEMON,mlemon@townofpalisade.org;,(BUS) 970-464-5602;
CO0121550,PALMER LAKE MOBILE HOME RANCH,Reports,EL PASO,A,Community,Groundwater,No,250,81,NICHOLAS HARRIS,NICHOLAS HARRIS,LYNN JACK,DJYOGI@LIVE.COM;,(BUS) 719-243-0650;
CO0121575,PALMER LAKE TOWN OF,Reports,EL PASO,A,Community,Surface Water,No,2450,1007,STEVE ORCUTT,STEVE ORCUTT,TONI VEGA,TONI@PALMER-LAKE.ORG;,(BUS) 719-481-2953;
CO0123595,PANORAMA RANCHES HOA,Reports,GARFIELD,A,Community,Groundwater,No,120,48,DAVIS FARRAR,DAVIS FARRAR,DAVIS FARRAR,davis@coloradoplanning.com;,null
CO0123601,PANORAMIC MESA SUBD,Reports,GARFIELD,A,Community,Groundwater,No,45,19,MARK HAYES,MARK HAYES,DEREK GRANGROTH,derekgrangroth@yahoo.com;,(BUS) 970-618-9786;
CO0148010,PAOLI TOWN OF,Reports,PHILLIPS,A,Community,Groundwater,No,42,32,CHRIS BORNHOFT,CHRIS BORNHOFT,LACIE BONE,TOWNOFPAOLI@PCTELCOM.COOP;,(BUS) 970-520-4311;
CO0115601,PAONIA TOWN OF,Reports,DELTA,A,Community,Groundwater UDI Surface Water,No,2499,929,TRAVIS LOBERG,TRAVIS LOBERG,CORINNE FERGUSON,CORINNE@TOWNOFPAONIA.COM;,(BUS) 970-527-4101;
CO0123602,PARACHUTE TOWN OF,Reports,GARFIELD,A,Community,Surface Water,No,1320,575,JAMES S TAYLOR,JAMES S TAYLOR,MARK KING,MKING@PARACHUTECOLORADO.COM;,(BUS) 970-285-7630;
CO0143600,PARADOX PIPELINE CO,Reports,MONTROSE,A,Community,Groundwater UDI Surface Water,No,200,52,MICHAEL KISHBAUGH,MICHAEL KISHBAUGH,WENDY PUDERBAUGH,swpuder@aol.com;,(BUS) 970-428-7208; (BUS) 970-428-6753;
CO0122600,PARK CENTER WD,Reports,FREMONT,A,Community,Surface Water,No,4000,1419,CHARLES WELLEN,CHARLES WELLEN,JAMES WADE,WADEPCTP@HOTMAIL.COM;,(BUS) 719-275-2055;
CO0121600,PARK FOREST,Reports,EL PASO,A,Community,Groundwater,No,930,291,LYNN WILLOW,LYNN WILLOW,LYNN WILLOW,pfwdorc@pfwd.org;,(BUS) 719-373-4340;
CO0130115,PARK WC WONDERVIEW,Reports,JEFFERSON,A,Community,Groundwater,No,90,35,ROBERT CLODFELTER,ROBERT CLODFELTER,KATHY FISHER,office@parkwatercompany.org;,(BUS) 303-674-3099;
CO0118040,PARKER WSD,Reports,DOUGLAS,A,Community,Surface Water,No,59781,17482,ERIC PIERCE,JAMES ROCHE,JAMES ROCHE,JRoche@PWSD.ORG;,(BUS) 303-841-2058;
CO0133700,PARKVILLE WD,Reports,LAKE,A,Community,Surface Water,No,7500,2790,GREG W TETER,GREG W TETER,GREG W TETER,gteter@parkvillewater.org;,(BUS) 719-486-1449;
CO0145540,PATTERSON VALLEY WC,Reports,OTERO,A,Community,Groundwater,No,96,40,KENNETH W WILSON,KENNETH W WILSON,KELCIE PROCTOR,P.V.WATER@HOTMAIL.COM;,(BUS) 719-468-0038;
CO0123605,PEACH VALLEY ORCHARD SUBD,Reports,GARFIELD,A,Community,Groundwater,No,27,13,MARK HAYES,MARK HAYES,DAVE HILLBRAND,dkeahill@gmail.com;,(BUS) 970-876-0825;
CO0160095,PEAK VIEW PARK LLC,Reports,TELLER,A,Community,Groundwater,No,70,50,LOUIS LEMMON,LOUIS LEMMON,PETE LABARRE,C3PETEO@AOL.COM; GARY.LUECKE@GMAIL.COM; plabarre@rareearthdev.com;,(BUS) 719-502-7431; (BUS) 719-491-4025; (BUS) 719-761-6741;
CO0121220,PEAKS SHADOW LLC,Reports,EL PASO,A,Community,Groundwater,No,67,22,ELLEN ELLSON,ELLEN ELLSON,ELLEN ELLSON,ELLSON.ELLEN@GMAIL.COM;,(BUS) 719-352-5257;
CO0238605,PEETZ TABLE WIND ENERGY FARM,Reports,LOGAN,A,"Non-Transient, Non-Community",Groundwater,No,32,1,null,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0138030,PEETZ TOWN OF,Reports,LOGAN,A,Community,Groundwater,No,295,129,LYDIA KISER,LYDIA KISER,EVELYN GARDINER,TOWNCL@PEETZPLACE.COM;,(BUS) 970-334-2473;
CO0122700,PENROSE WD,Reports,FREMONT,A,Community,Surface Water,No,3149,1767,RONALD S GASSER,RONALD S GASSER,RONALD S GASSER,penwd1@bresnan.net;,(BUS) 719-372-3289;
CO0118045,PERRY PARK WSD,Reports,DOUGLAS,A,Community,Groundwater UDI Surface Water,No,3315,1475,WILL S PARKER,SCOTT MONROE,DIANA MILLER,DMILLER_PPWSD@COMCAST.NET;,(BUS) 303-681-2050; (BUS) 303-791-5556;
CO0221701,PEYTON ELEM SCHOOL GRADE K 5,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,388,1,RICHARD L HOPP,RICHARD L HOPP,TIM KISTLER,kistler@peyton.k12.co.us;,(BUS) 719-749-2330;
CO0221601,PEYTON HIGH SCHOOL,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,265,1,RICHARD L HOPP,RICHARD L HOPP,TIM KISTLER,kistler@peyton.k12.co.us;,(BUS) 719-749-2330;
CO0221700,PEYTON MIDDLE SCHOOL,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,420,1,RICHARD L HOPP,RICHARD L HOPP,TIM KISTLER,kistler@peyton.k12.co.us;,(BUS) 719-749-2330;
CO0121610,PEYTON PINES,Reports,EL PASO,A,Community,Groundwater,No,56,22,DEBBIE DEBAUN,DEBBIE DEBAUN,DEBBIE DEBAUN,DEBBIE@BC-SOLUTIONSLLC.COM;,(BUS) 719-749-0611; (BUS) 719-331-6597;
CO0149609,PHILLIPS MOBILE HOME PARK,Reports,PITKIN,A,Community,Groundwater,No,44,30,HYRUM NOYES,HYRUM NOYES,JODI SMITH,housing@pitkincounty.com;,(BUS) 970-618-2792;
CO0154609,PHIPPSBURG TOWN OF,Reports,ROUTT,A,Community,Groundwater UDI Surface Water,No,200,115,SCOTT SMITH,SCOTT SMITH,B SCOTT COWMAN,SCOWMAN@CO.ROUTT.CO.US;,(BUS) 970-870-5588;
CO0104700,PIEDRA PARK MD,Reports,ARCHULETA,A,Community,Groundwater UDI Surface Water,No,850,189,DAVE BELMEAR,DAVE BELMEAR,DAVE BELMEAR,BELMEARMECH@ICLOUD.COM;,(BUS) 970-764-8448;
CO0162610,PIERCE TOWN OF,Reports,WELD,A,Community,Purchased Surface Water,No,850,324,MICHAEL LESTER,MICHAEL LESTER,MICHAEL LESTER,MLESTER@TOWNOFPIERCE.ORG;,(BUS) 970-834-2851;
CO0221607,PIKES PEAK SCHOOL OF EXPEDITIONARY LEARN,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,400,1,ELLEN ELLSON,ELLEN ELLSON,DON KNAPP,theppseloffice@ppsel.org;,(BUS) 719-522-2580;
CO0107610,PINE BROOK HILLS WD,Reports,BOULDER,A,Community,Surface Water,No,1100,412,ROBERT DE HAAS,ROBERT DE HAAS,ROBERT DE HAAS,contact@pinebrookwater.com;,(BUS) 303-443-5394;
CO0151450,PINE DRIVE WD,Reports,PUEBLO,A,Community,Surface Water,No,416,161,DAVID LEWIS,DAVID LEWIS,CATHERINE HALCOMB,catscat7@socolo.net;,(BUS) 719-485-3666;
CO0101610,PINE LAKES RANCH,Reports,ADAMS,A,Community,Purchased Surface Water,No,1965,726,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0218041,PINE LANE PLAZA,Reports,DOUGLAS,A,"Non-Transient, Non-Community",Groundwater,No,226,3,CHARLES KLINGLER,CHARLES KLINGLER,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0218040,PINE TREE PLAZA WEST,Reports,DOUGLAS,A,"Non-Transient, Non-Community",Groundwater,No,170,5,MARK DUFRENNE,MARK DUFRENNE,DAVID KIM,BOCOLORADO@YAHOO.COM;,(BUS) 720-220-2649;
CO0134720,PINE WIND MHP,Reports,LA PLATA,A,Community,Groundwater,No,60,30,TOM RILEY,TOM RILEY,ROBERT P LUDWIG,ROBERT@EDGEMONTRANCH.COM; RPLUDWIG.RL@GMAIL.COM;,null
CO0118025,PINERY WWD,Reports,DOUGLAS,A,Community,Groundwater,No,11600,4507,STEVEN WARD RICKARD,RUSSELL HOLMES,DAN HAMMANN,DANH@PINERYWATER.COM;,(BUS) 303-841-2797;
CO0135610,PINEWOOD SPRINGS WD,Reports,LARIMER,A,Community,Surface Water,No,745,298,DAVE SMOLJAN,DAVE SMOLJAN,GABRIELE BENSON,pswdadmin@att.net;,(BUS) 303-823-5345;
CO0134730,PINON HEIGHTS MHP,Reports,LA PLATA,A,Community,Groundwater,No,43,24,JOHN RANDOLPH,JOHN RANDOLPH,DAVID TISCHAEFER,arem@arempm.com;,(BUS) 970-247-8299;
CO0128650,PINON HILLS SUBD,Reports,HUERFANO,A,Community,Groundwater,No,45,22,JOSEPH PIPER II,JOSEPH PIPER II,JAMES BORAWSKI,RONELL_B@HOTMAIL.COM;,(BUS) 719-738-5774;
CO0108050,PINON PINES PROPERTY  LLC,Reports,CHAFFEE,A,Community,Groundwater,No,100,57,MAX SNYDER,MAX SNYDER,JOHN VICTOR,JOHN@GSCOMMUNITIES.BIZ;,(BUS) 303-779-6131;
CO0136610,PINON WSD,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,50,30,RON O'DONNELL,RON O'DONNELL,STACEY MASSAROTTI,STACEY@CENTURYSOLUTIONS.ORG;,(BUS) 719-846-2080;
CO0123609,PINYON MESA HOA,Reports,GARFIELD,A,Community,Purchased Groundwater,No,125,50,ALAN D LESLIE,null,DEBBIE SANDERSON,debbie.sanderson@rmcrealestate.com;,(BUS) 970-984-9600;
CO0121625,PIONEER LOOKOUT WD,Reports,EL PASO,A,Community,Groundwater,No,100,41,TOM THARNISH,TOM THARNISH,MARY BOWMAN,marybowman463@msn.com;,(BUS) 719-488-0761;
CO0149611,PITKIN IRON HOA,Reports,PITKIN,A,Community,Groundwater,No,41,15,RONNIE L FERGUSON,RONNIE L FERGUSON,DAVID DE MEULENAERE,null,(BUS) 970-379-8914;
CO0115610,PITKIN MESA PIPELINE CO,Reports,DELTA,A,Community,Groundwater UDI Surface Water,No,295,195,JOHNNY MARTIN,JOHNNY MARTIN,MITCHELL GERSHTEN,solomonrex1@gmail.com;,(BUS) 719-989-1570;
CO0239615,PLATEAU VALLEY SCHOOL DIST 50,Reports,MESA,A,"Non-Transient, Non-Community",Groundwater,No,386,1,DUSTIN SHIFLETT,DUSTIN SHIFLETT,MICHAEL PAGE,MPAGE@PVSD50.ORG;,(BUS) 970-487-3549;
CO0247011,PLATTE CANYON HIGH FITZSIMMONS MIDDLE,Reports,PARK,A,"Non-Transient, Non-Community",Groundwater,No,480,2,STEPHEN VARNEY,STEPHEN VARNEY,STEPHEN VARNEY,SVARNEY@PCSDK12.ORG;,(BUS) 303-679-7552;
CO0103614,PLATTE CANYON WSD,Reports,ARAPAHOE,A,Community,Purchased Surface Water,No,19485,5874,SCOTT HAND,null,PATRICK FITZGERALD,RAYR@HAYNIECPAS.COM; PJFITZGERALD@PLATTECANYON.ORG;,(BUS) 303-795-2142; (BUS) 303-979-2333;
CO0235668,PLATTE RIVER POWER AUTHORITY,Reports,LARIMER,A,"Non-Transient, Non-Community",Surface Water,No,88,10,CHAZ MYERS,CHAZ MYERS,CHAZ MYERS,MYERSC@PRPA.ORG;,(BUS) 970-229-1723;
CO0162615,PLATTEVILLE TOWN OF,Reports,WELD,A,Community,Purchased Surface Water,No,2900,905,DAVID M BRAND,null,DAVID M BRAND,dbrand@plattevillegov.org;,(BUS) 970-785-2245;
CO0130604,PLEASANT VIEW ESTATES,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,122,54,PAUL E GRANT II,PAUL E GRANT II,NATHAN WESTLUND,nathan@k2growthproperties.com;,(BUS) 720-974-0475;
CO0108650,PONCHA SPRINGS TOWN OF,Reports,CHAFFEE,A,Community,Groundwater,No,1467,421,EDDIE BALCH,EDDIE BALCH,BRIAN BERGER,MANAGER@PONCHASPRINGS.US;,(BUS) 719-207-0929;
CO0126618,PONDEROSA PARK ASSOC,Reports,GUNNISON,A,Community,Groundwater,No,100,30,RONNIE W BENSON,RONNIE W BENSON,DOUGLAS B GORMAN,ADMINDBG@CRESTEDBUTTE.NET;,(BUS) 970-349-6156;
CO0153800,PONDEROSA SUBDIVISION,Reports,RIO GRANDE,A,Community,Groundwater,No,90,114,DARRELL T DAVIS,DARRELL T DAVIS,AUDRA COOPER,only1cooper@yahoo.com;,(BUS) 719-850-2188;
CO0262622,PRAIRIE ELEM AT NEW RAYMER,Reports,WELD,A,"Non-Transient, Non-Community",Groundwater,No,275,1,LYDIA KISER,LYDIA KISER,JOE KIMMEL,JKIMMEL@FRII.COM;,(BUS) 970-437-5386;
CO0121650,PRAIRIE ESTATES,Reports,EL PASO,A,Community,Groundwater,No,185,60,STACI LOU WEBB,STACI LOU WEBB,STACI LOU WEBB,STACIWEBB51@GMAIL.COM;,(BUS) 719-421-0297;
CO0101125,PRAIRIE VIEW POA,Reports,ADAMS,A,Community,Groundwater,No,275,70,JOHN OLSON,JOHN OLSON,JOHN OLSON,jncolson1969@gmail.com;,(BUS) 719-588-7021;
CO0144621,PRAIRIE VIEW RANCH WD,Reports,MORGAN,A,Community,Groundwater,No,135,54,CHRISTINA DANFORD,CHRISTINA DANFORD,CHRISTINA DANFORD,DANFORD0551@GMAIL.COM;,(BUS) 970-580-9065;
CO0120020,PRAIRIE WC,Reports,ELBERT,A,Community,Groundwater,No,300,125,CHARLES KLINGLER,CHARLES KLINGLER,WILLIAM WAPPELHORST,prairiewaterh2o@hotmail.com;,(BUS) 303-694-1681;
CO0149621,PRINCE CREEK VILLAGE HOA,Reports,PITKIN,A,Community,Groundwater,No,50,17,WENDY MCCONNELL,WENDY MCCONNELL,WENDY MCCONNELL,WENDYMAC1971@HOTMAIL.COM;,(BUS) 970-963-4276;
CO0108655,PRINCETON ESTATES SUBD,Reports,CHAFFEE,A,Community,Groundwater,No,150,24,GWEN LAWRENCE,GWEN LAWRENCE,SANDI PEARCE,PEHOA2018@GMAIL.COM;,(BUS) 720-299-4927;
CO0105300,PRITCHETT TOWN OF,Reports,BACA,A,Community,Groundwater,No,180,106,DOUG DAVIS,DOUG DAVIS,DOUG DAVIS,DCDAVIS1962@GMAIL.COM;,(BUS) 719-523-6400;
CO0143621,PROJECT 7 WA,Reports,MONTROSE,A,Community,Surface Water,No,0,22151,FRED WALDMAN,FRED WALDMAN,ADAM TURNER,Project7@Montrose.net; ATURNER247@GMAIL.COM;,(BUS) 970-249-5935;
CO0150850,PROSPERITY LANE WA,Reports,PROWERS,A,Community,Purchased Groundwater,No,260,107,RICK A JONES,RICK A JONES,LORETTA MARSH,PROSPERITYLANE@LIVE.COM;,(BUS) 719-688-1287;
CO0151500,PUEBLO BOARD OF WW,Reports,PUEBLO,A,Community,Surface Water,No,118262,37245,SCOT BURBIDGE,JOHN S NORTON,DON COLALANCIA,dcolalancia@pueblowater.org;,(BUS) 719-584-0265;
CO0151600,PUEBLO CHEMICAL DEPOT,Reports,PUEBLO,A,"Non-Transient, Non-Community",Groundwater,No,3000,51,DEREK TRUJILLO,KENNETH CROOK,DEREK TRUJILLO,derek.a.trujillo.civ@mail.mil;,(BUS) 719-549-4104;
CO0151608,PUEBLO GRANDE VILLAGE,Reports,PUEBLO,A,Community,Purchased Surface Water,No,504,252,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0151650,PUEBLO WEST MD,Reports,PUEBLO,A,Community,Surface Water,No,30000,11709,RUSSELL ETHREDGE,TONY CAMPBELL,TONY CAMPBELL,ACAMPBELL@PWMD-CO.US;,(BUS) 719-547-5048;
CO0134750,PURGATORY MD,Reports,LA PLATA,A,Community,Groundwater,No,1225,66,MICHAEL K CAMERON,MICHAEL K CAMERON,ERIC HASSEL,HASSELPMD@OUTLOOK.COM;,(BUS) 970-799-6383;
CO0160375,RAINBOW VALLEY WD,Reports,TELLER,A,Community,Surface Water,YES,130,160,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,RICK RITCHIE,RITCHIE0430@AOL.COM;,(BUS) 903-647-9886;
CO0202666,RAKHRA MUSHROOM FARM,Reports,ALAMOSA,A,"Non-Transient, Non-Community",Groundwater,No,150,1,BRET COLLYER,BRET COLLYER,JORD GERTSON,sourcewater@mac.com;,(BUS) 719-395-2136;
CO0130667,RALSTON VALLEY WSD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,1610,550,PHIL WATHIER,null,PHIL WATHIER,philrvwsd@comcast.net;,(BUS) 303-424-9526;
CO0121675,RAMAH TOWN OF,Reports,EL PASO,A,Community,Groundwater,No,134,73,DANIEL SOTOMAYOR,DANIEL SOTOMAYOR,CINDY TOMKINS,townoframah@juno.com;,(BUS) 719-541-2163;
CO0123667,RANCH AT ROARING FORK,Reports,GARFIELD,A,Community,Groundwater,No,300,126,RILEY GESSELE,RILEY GESSELE,DENISE VIRTUE,OFFICE@RANCHATROARINGFORK.COM;,(BUS) 970-963-3500;
